 ,Area,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
177,0.299,1.785,0.746,0.510,135.000,0.892,559,42,135.000,0.631
178,0.398,2.416,1.007,0.503,161.565,1.137,813,50,146.310,0.631
179,0.498,3.046,1.177,0.538,95.152,1.301,91,61,104.036,0.631
180,0.697,4.124,1.180,0.752,90.000,1.609,905,107,101.310,0.946
181,0.299,2.154,1.068,0.356,90.000,0.998,49,132,108.435,0.315
182,6.966,15.385,4.121,2.152,129.342,4.988,927,247,124.695,3.029
183,2.588,6.354,1.825,1.805,152.080,2.275,1278,248,123.690,1.893
184,0.498,2.862,1.177,0.538,174.848,1.301,1366,263,165.964,0.631
185,2.886,6.354,2.426,1.515,23.175,2.543,50,287,29.745,1.693
186,0.398,2.416,1.007,0.503,71.565,1.137,47,288,56.310,0.631
187,0.299,1.969,1.068,0.356,0.000,0.998,48,289,161.565,0.315
188,0.995,4.385,1.662,0.762,177.920,1.919,675,335,170.538,0.946
189,2.687,6.800,2.615,1.308,169.078,2.857,218,491,173.660,1.577
190,0.498,3.046,1.177,0.538,84.848,1.301,611,535,104.036,0.631
191,1.990,8.139,2.061,1.230,109.906,2.677,607,540,135.000,1.607
192,0.398,2.416,1.007,0.503,71.565,1.137,912,586,56.310,0.631
193,0.398,2.600,1.424,0.356,0.000,1.301,759,619,165.964,0.315
194,0.896,5.647,1.833,0.622,117.943,2.403,569,629,113.199,1.050
195,0.697,2.862,1.106,0.802,30.473,1.338,555,640,45.000,0.946
196,0.299,1.969,1.068,0.356,0.000,0.998,1209,645,161.565,0.315
197,0.498,2.677,0.796,0.796,0.000,0.998,561,646,108.435,0.892
198,0.697,3.939,1.176,0.754,127.628,1.577,1079,646,126.870,0.946
199,0.498,2.416,0.992,0.639,71.565,1.137,564,650,56.310,0.631
200,0.896,3.754,1.442,0.791,172.662,1.609,1206,649,168.690,0.946
201,0.398,2.231,1.007,0.503,18.435,1.137,45,709,33.690,0.631
202,0.498,3.231,1.780,0.356,0.000,1.609,435,751,168.690,0.315
203,0.498,3.046,1.046,0.606,135.000,1.338,455,767,135.000,0.892
204,0.299,1.969,1.068,0.356,0.000,0.998,865,817,161.565,0.315
205,0.299,1.785,0.746,0.510,45.000,0.892,868,820,45.000,0.631
206,0.299,1.969,1.068,0.356,0.000,0.998,373,831,161.565,0.315
207,0.498,2.862,1.046,0.606,45.000,1.338,1377,834,45.000,0.892
208,1.692,5.723,1.624,1.327,0.000,2.231,524,835,171.870,1.577
209,3.782,11.555,3.911,1.231,67.167,4.690,343,859,70.346,1.683
210,0.299,1.969,1.068,0.356,0.000,0.998,889,847,161.565,0.315
211,6.270,9.770,3.732,2.139,179.651,3.902,1182,861,165.964,2.208
212,0.796,3.569,1.017,0.997,45.002,1.338,803,870,45.000,1.115
213,0.299,1.969,1.068,0.356,0.000,0.998,811,889,161.565,0.315
214,1.194,6.354,2.257,0.674,151.508,2.714,1169,993,144.462,0.988
215,0.597,3.308,1.078,0.705,90.000,1.301,81,16,104.036,0.946
216,0.299,1.785,0.746,0.510,45.000,0.892,1012,18,45.000,0.631
217,0.299,2.154,1.068,0.356,90.000,0.998,1331,19,108.435,0.315
218,0.299,1.785,0.746,0.510,45.000,0.892,1106,22,45.000,0.631
219,0.299,1.969,1.068,0.356,0.000,0.998,67,23,161.565,0.315
220,0.299,1.969,1.068,0.356,0.000,0.998,21,27,161.565,0.315
221,0.299,1.969,1.068,0.356,0.000,0.998,51,29,161.565,0.315
222,0.896,4.570,1.672,0.682,84.488,1.919,365,29,99.462,0.918
223,0.299,1.969,1.068,0.356,0.000,0.998,377,29,161.565,0.315
224,0.796,4.754,1.555,0.652,100.828,1.919,361,33,99.462,0.946
225,0.299,2.154,1.068,0.356,90.000,0.998,81,37,108.435,0.315
226,0.498,2.416,0.992,0.639,18.435,1.137,60,44,33.690,0.631
227,3.384,8.693,2.825,1.525,154.257,3.353,28,83,138.814,1.895
228,0.995,4.015,1.299,0.975,0.000,1.609,657,93,168.690,1.262
229,9.355,20.063,4.966,2.399,155.069,6.655,662,91,148.570,3.105
230,0.299,2.154,1.068,0.356,90.000,0.998,29,137,108.435,0.315
231,0.299,1.969,1.068,0.356,0.000,0.998,860,223,161.565,0.315
232,0.498,3.046,1.320,0.480,169.099,1.411,10,261,153.435,0.631
233,7.265,13.046,3.751,2.466,119.529,4.550,1040,285,123.690,2.900
234,1.393,4.754,1.935,0.917,167.461,2.116,1031,287,153.435,0.946
235,3.483,8.324,3.068,1.445,109.319,3.294,1053,292,106.699,1.740
236,0.995,4.385,1.407,0.900,84.400,1.699,1013,307,111.801,1.148
237,3.483,8.062,2.729,1.625,147.829,3.123,1047,307,135.000,2.082
238,1.692,6.616,1.936,1.112,90.000,2.231,1021,314,98.130,1.262
239,0.498,3.231,1.780,0.356,0.000,1.609,1025,325,168.690,0.315
240,0.398,2.416,1.007,0.503,71.565,1.137,1195,338,56.310,0.631
241,0.498,3.046,1.046,0.606,135.000,1.338,603,427,135.000,0.892
242,0.299,1.969,1.068,0.356,0.000,0.998,975,599,161.565,0.315
243,0.796,4.385,1.220,0.831,10.706,1.609,904,645,168.690,1.225
244,4.777,10.739,3.152,1.930,161.165,3.527,229,719,153.435,2.320
245,0.299,1.969,1.068,0.356,0.000,0.998,43,753,161.565,0.315
246,0.299,1.969,1.068,0.356,0.000,0.998,1365,981,161.565,0.315
247,0.299,2.154,1.068,0.356,90.000,0.998,1081,985,108.435,0.315
248,1.592,4.754,1.925,1.053,84.220,2.116,505,1031,63.435,0.946
249,1.692,5.908,2.038,1.057,130.125,2.464,527,1025,140.194,1.411
250,0.299,1.969,1.068,0.356,0.000,0.998,51,5,161.565,0.315
251,0.299,1.969,1.068,0.356,0.000,0.998,867,7,161.565,0.315
252,0.896,4.200,1.212,0.941,40.514,1.577,405,13,53.130,1.115
253,0.498,3.046,1.177,0.538,95.152,1.301,1013,11,104.036,0.631
254,0.597,3.308,1.037,0.733,120.321,1.338,57,13,135.000,0.946
255,0.697,3.754,0.988,0.898,45.001,1.338,1307,20,45.000,1.115
256,0.299,1.785,0.746,0.510,135.000,0.892,32,17,135.000,0.631
257,0.299,1.969,1.068,0.356,0.000,0.998,69,17,161.565,0.315
258,0.398,2.416,1.007,0.503,71.565,1.137,77,20,56.310,0.631
259,0.498,2.677,0.796,0.796,0.000,0.998,789,18,108.435,0.892
260,0.299,1.969,1.068,0.356,0.000,0.998,1071,19,161.565,0.315
261,0.299,1.969,1.068,0.356,0.000,0.998,437,21,161.565,0.315
262,0.498,3.416,1.780,0.356,90.000,1.609,17,23,101.310,0.315
263,0.398,2.600,1.424,0.356,0.000,1.301,90,23,165.964,0.315
264,0.299,2.154,1.068,0.356,90.000,0.998,167,25,108.435,0.315
265,0.299,2.154,1.068,0.356,90.000,0.998,831,25,108.435,0.315
266,0.896,5.385,2.418,0.472,0.616,2.543,445,27,172.875,0.631
267,0.697,3.493,1.466,0.605,4.308,1.609,467,33,168.690,0.631
268,0.299,2.154,1.068,0.356,90.000,0.998,1383,37,108.435,0.315
269,0.299,1.969,1.068,0.356,0.000,0.998,55,39,161.565,0.315
270,0.299,1.969,1.068,0.356,0.000,0.998,330,39,161.565,0.315
271,1.095,4.831,1.862,0.749,57.813,2.116,63,49,63.435,1.010
272,0.299,1.969,1.068,0.356,0.000,0.998,227,43,161.565,0.315
273,2.588,8.508,2.451,1.344,118.202,3.248,15,47,119.055,1.834
274,0.299,2.154,1.068,0.356,90.000,0.998,389,49,108.435,0.315
275,0.398,2.416,1.007,0.503,71.565,1.137,33,54,56.310,0.631
276,0.498,2.862,0.880,0.720,90.000,1.137,628,57,123.690,0.946
277,0.498,2.677,0.796,0.796,0.000,0.998,625,58,108.435,0.892
278,0.398,2.785,1.424,0.356,90.000,1.301,693,59,104.036,0.315
279,1.891,5.985,1.676,1.437,150.290,2.116,25,62,116.565,1.785
280,2.289,6.800,2.216,1.315,0.000,2.857,1375,77,173.660,1.577
281,2.787,7.431,2.290,1.550,142.528,2.976,1319,80,122.005,1.834
282,3.185,6.616,2.176,1.863,83.437,2.403,979,88,66.801,2.195
283,0.896,5.201,1.911,0.597,113.067,2.403,43,83,113.199,0.946
284,0.299,1.969,1.068,0.356,0.000,0.998,591,201,161.565,0.315
285,0.299,1.969,1.068,0.356,0.000,0.998,587,203,161.565,0.315
286,0.697,3.308,1.060,0.837,107.769,1.338,9,209,135.000,0.946
287,21.994,22.664,6.987,4.008,103.294,8.043,131,212,101.310,4.764
288,21.397,35.710,7.198,3.785,40.359,8.725,175,253,40.601,5.784
289,0.796,4.385,1.399,0.725,133.807,1.839,537,237,120.964,1.115
290,0.299,1.969,1.068,0.356,0.000,0.998,28,251,161.565,0.315
291,0.498,2.862,0.880,0.720,0.000,1.137,1099,261,146.310,0.946
292,0.299,1.969,1.068,0.356,0.000,0.998,507,357,161.565,0.315
293,1.692,4.831,1.755,1.228,62.206,2.116,511,366,63.435,1.262
294,0.299,1.969,1.068,0.356,0.000,0.998,1115,405,161.565,0.315
295,0.299,1.969,1.068,0.356,0.000,0.998,453,421,161.565,0.315
296,9.056,17.909,4.531,2.545,137.988,5.800,427,425,112.380,3.694
297,0.299,1.969,1.068,0.356,0.000,0.998,441,429,161.565,0.315
298,17.914,19.063,6.861,3.324,33.570,7.089,412,454,32.276,3.849
299,0.299,2.154,1.068,0.356,90.000,0.998,997,442,108.435,0.315
300,0.398,2.231,0.862,0.588,0.000,0.998,1048,495,161.565,0.631
301,6.469,9.662,3.434,2.398,47.929,3.679,1282,537,59.036,2.677
302,0.398,2.785,1.424,0.356,90.000,1.301,959,547,104.036,0.315
303,0.697,3.493,1.304,0.680,117.231,1.577,961,550,126.870,0.946
304,0.299,1.785,0.746,0.510,135.000,0.892,6,701,135.000,0.631
305,1.493,4.831,1.855,1.025,132.755,2.231,749,713,135.000,1.312
306,0.398,2.416,1.007,0.503,108.435,1.137,853,835,123.690,0.631
307,0.398,2.416,1.007,0.503,71.565,1.137,235,854,56.310,0.631
308,0.299,2.154,1.068,0.356,90.000,0.998,1357,961,108.435,0.315
309,0.398,2.416,1.007,0.503,71.565,1.137,130,968,56.310,0.631
310,0.597,3.677,1.643,0.463,97.466,1.699,455,967,111.801,0.631
311,0.398,2.416,1.007,0.503,108.435,1.137,1036,995,123.690,0.631
312,0.299,2.154,1.068,0.356,90.000,0.998,39,1031,108.435,0.315
313,0.498,2.862,1.177,0.538,5.152,1.301,817,9,165.964,0.631
314,0.299,1.969,1.068,0.356,0.000,0.998,1087,13,161.565,0.315
315,0.796,4.385,1.155,0.878,0.000,1.609,883,19,168.690,1.262
316,0.299,2.154,1.068,0.356,90.000,0.998,1365,17,108.435,0.315
317,0.299,2.154,1.068,0.356,90.000,0.998,797,21,108.435,0.315
318,0.299,2.154,1.068,0.356,90.000,0.998,411,23,108.435,0.315
319,0.398,2.416,0.862,0.588,90.000,0.998,539,24,108.435,0.631
320,1.592,5.539,1.886,1.075,149.036,2.275,520,25,146.310,1.496
321,1.891,6.169,2.003,1.202,10.478,2.231,531,30,45.000,1.577
322,0.299,1.969,1.068,0.356,0.000,0.998,421,31,161.565,0.315
323,0.299,1.969,1.068,0.356,0.000,0.998,461,31,161.565,0.315
324,0.398,2.416,1.007,0.503,18.435,1.137,1263,36,33.690,0.631
325,0.498,3.046,1.046,0.606,135.000,1.338,343,41,135.000,0.892
326,0.299,1.785,0.746,0.510,135.000,0.892,498,43,135.000,0.631
327,0.299,2.154,1.068,0.356,90.000,0.998,1049,43,108.435,0.315
328,0.299,2.154,1.068,0.356,90.000,0.998,495,51,108.435,0.315
329,0.398,2.416,1.007,0.503,108.435,1.137,792,147,123.690,0.631
330,6.270,15.417,4.539,1.759,72.199,5.135,403,345,79.380,2.448
331,0.995,4.200,1.428,0.888,90.000,1.609,687,344,101.310,0.946
332,1.493,7.355,1.801,1.056,104.175,2.543,695,347,119.745,1.834
333,0.299,2.154,1.068,0.356,90.000,0.998,1043,363,108.435,0.315
334,0.697,4.124,1.180,0.752,90.000,1.609,1377,383,101.310,0.946
335,0.498,2.862,0.880,0.720,90.000,1.137,1083,421,123.690,0.946
336,0.398,2.600,1.424,0.356,0.000,1.301,1086,423,165.964,0.315
337,2.687,6.985,2.141,1.598,18.813,2.695,1342,434,20.556,1.893
338,0.498,2.677,0.796,0.796,0.000,0.998,1353,430,108.435,0.892
339,0.597,3.123,1.078,0.705,0.000,1.301,1340,441,165.964,0.946
340,0.498,2.677,0.796,0.796,0.000,0.998,1341,448,108.435,0.892
341,0.299,1.969,1.068,0.356,0.000,0.998,19,451,161.565,0.315
342,0.498,3.046,1.046,0.606,135.000,1.338,483,529,135.000,0.892
343,15.227,17.724,6.017,3.222,103.118,6.504,619,549,104.036,3.871
344,1.592,6.724,2.279,0.890,90.249,2.857,881,653,96.340,1.262
345,2.189,7.247,2.257,1.235,62.537,2.908,809,734,49.399,1.683
346,0.299,2.154,1.068,0.356,90.000,0.998,1153,759,108.435,0.315
347,0.896,3.754,1.396,0.817,33.401,1.577,418,780,36.870,0.988
348,0.498,3.231,1.780,0.356,0.000,1.609,1109,801,168.690,0.315
349,0.398,2.416,1.007,0.503,71.565,1.137,1263,808,56.310,0.631
350,0.299,2.154,1.068,0.356,90.000,0.998,1245,809,108.435,0.315
351,0.299,1.785,0.746,0.510,45.000,0.892,1259,811,45.000,0.631
352,7.663,12.708,4.250,2.296,78.201,4.805,1232,824,66.801,2.600
353,2.389,7.170,2.834,1.073,87.033,2.993,1253,824,71.565,1.262
354,0.896,3.046,1.068,1.068,0.000,1.338,1023,837,135.000,0.946
355,0.498,2.677,0.796,0.796,0.000,0.998,1029,840,108.435,0.892
356,0.299,2.154,1.068,0.356,90.000,0.998,1041,863,108.435,0.315
357,0.299,2.154,1.068,0.356,90.000,0.998,53,881,108.435,0.315
358,7.166,12.785,4.632,1.970,35.319,5.222,39,902,25.017,2.454
359,1.393,4.646,1.502,1.181,147.662,1.839,32,895,149.036,1.338
360,0.299,2.154,1.068,0.356,90.000,0.998,119,917,108.435,0.315
361,0.498,2.862,1.177,0.538,5.152,1.301,506,923,165.964,0.631
362,1.095,4.646,1.510,0.923,8.656,1.839,705,949,30.964,1.262
363,0.299,2.154,1.068,0.356,90.000,0.998,233,987,108.435,0.315
364,0.597,3.493,1.005,0.757,66.255,1.338,237,992,45.000,0.946
365,0.896,5.201,1.720,0.663,174.826,2.231,1229,997,171.870,0.946
366,0.398,2.416,1.007,0.503,71.565,1.137,242,1006,56.310,0.631
367,0.398,2.677,1.132,0.448,45.000,1.338,673,14,45.000,0.669
368,0.697,3.939,1.180,0.752,0.000,1.609,1135,11,168.690,0.946
369,0.299,1.785,0.746,0.510,45.000,0.892,1343,13,45.000,0.631
370,0.299,1.969,1.068,0.356,0.000,0.998,21,17,161.565,0.315
371,0.299,2.154,1.068,0.356,90.000,0.998,371,17,108.435,0.315
372,1.592,5.723,2.144,0.946,33.050,2.464,679,24,50.194,1.244
373,0.398,2.600,1.424,0.356,0.000,1.301,68,21,165.964,0.315
374,0.498,3.046,1.320,0.480,10.901,1.411,1336,24,26.565,0.631
375,0.299,1.969,1.068,0.356,0.000,0.998,1351,25,161.565,0.315
376,0.299,1.969,1.068,0.356,0.000,0.998,1289,47,161.565,0.315
377,0.299,2.154,1.068,0.356,90.000,0.998,1337,71,108.435,0.315
378,1.194,4.385,1.695,0.897,65.694,1.839,1307,77,59.036,1.097
379,1.692,4.646,1.773,1.215,129.800,2.020,531,81,128.660,1.338
380,0.398,2.416,1.007,0.503,161.565,1.137,551,85,146.310,0.631
381,0.498,2.862,1.177,0.538,5.152,1.301,1254,127,165.964,0.631
382,0.398,2.785,1.424,0.356,90.000,1.301,1263,133,104.036,0.315
383,0.398,2.600,1.424,0.356,0.000,1.301,995,213,165.964,0.315
384,0.597,3.862,2.136,0.356,0.000,1.919,680,317,170.538,0.315
385,6.369,13.601,3.798,2.135,98.648,4.232,1038,335,116.565,2.831
386,0.796,3.493,1.338,0.757,113.199,1.577,947,361,126.870,0.946
387,1.194,6.093,1.574,0.966,126.263,2.231,631,369,135.000,1.487
388,0.299,1.785,0.746,0.510,45.000,0.892,908,432,45.000,0.631
389,0.498,2.862,1.177,0.538,5.152,1.301,273,463,165.964,0.631
390,0.299,1.969,1.068,0.356,0.000,0.998,863,571,161.565,0.315
391,0.299,2.154,1.068,0.356,90.000,0.998,1025,659,108.435,0.315
392,2.389,7.954,1.845,1.648,112.619,2.695,399,671,69.444,2.082
393,0.299,1.969,1.068,0.356,0.000,0.998,132,811,161.565,0.315
394,0.299,1.969,1.068,0.356,0.000,0.998,629,991,161.565,0.315
395,1.095,7.247,1.680,0.830,142.175,2.464,771,1001,129.806,1.451
396,8.658,12.600,3.996,2.759,11.446,4.743,857,1005,176.186,3.155
397,0.299,1.785,0.746,0.510,135.000,0.892,859,1010,135.000,0.631
398,0.796,3.308,1.027,0.987,90.000,1.338,51,1017,135.000,0.946
399,0.299,2.154,1.068,0.356,90.000,0.998,39,11,108.435,0.315
400,14.630,23.078,4.793,3.887,49.888,6.198,923,30,75.256,4.565
401,0.398,2.600,1.424,0.356,0.000,1.301,730,19,165.964,0.315
402,0.299,2.154,1.068,0.356,90.000,0.998,641,22,108.435,0.315
403,2.886,6.877,2.070,1.776,64.449,2.601,897,32,75.964,2.008
404,0.299,2.154,1.068,0.356,90.000,0.998,797,27,108.435,0.315
405,2.488,6.692,2.391,1.325,28.739,2.695,926,36,20.556,1.640
406,0.299,1.969,1.068,0.356,0.000,0.998,918,41,161.565,0.315
407,0.299,2.154,1.068,0.356,90.000,0.998,925,45,108.435,0.315
408,1.990,5.723,2.001,1.266,5.344,2.231,1336,79,171.870,1.262
409,0.498,3.231,1.780,0.356,0.000,1.609,1345,83,168.690,0.315
410,0.398,2.416,1.007,0.503,108.435,1.137,44,225,123.690,0.631
411,0.995,4.200,1.466,0.865,131.186,1.839,363,231,120.964,1.115
412,0.697,3.939,1.510,0.588,144.217,1.839,45,235,149.036,0.892
413,0.498,2.862,1.046,0.606,45.000,1.338,357,242,45.000,0.892
414,0.995,4.939,2.027,0.625,90.000,2.231,103,243,98.130,0.631
415,0.995,4.385,1.353,0.936,66.513,1.609,99,244,101.310,1.225
416,0.398,2.785,1.424,0.356,90.000,1.301,99,250,104.036,0.315
417,0.299,1.969,1.068,0.356,0.000,0.998,101,257,161.565,0.315
418,4.478,9.662,2.976,1.916,48.215,3.412,570,372,56.310,2.334
419,0.299,2.154,1.068,0.356,90.000,0.998,545,397,108.435,0.315
420,0.398,2.416,1.007,0.503,71.565,1.137,405,524,56.310,0.631
421,3.085,11.109,2.871,1.368,76.655,3.812,737,560,65.556,1.893
422,0.697,3.754,0.988,0.898,135.000,1.338,1379,707,135.000,1.115
423,0.498,3.231,1.780,0.356,0.000,1.609,1343,773,168.690,0.315
424,0.796,4.754,1.019,0.995,0.000,1.609,819,777,168.690,1.262
425,1.294,4.385,1.405,1.173,0.000,1.699,755,784,158.199,1.262
426,1.294,4.646,1.352,1.218,93.883,1.699,1281,816,111.801,1.487
427,0.299,1.969,1.068,0.356,0.000,0.998,1011,819,161.565,0.315
428,0.299,1.969,1.068,0.356,0.000,0.998,921,861,161.565,0.315
429,0.995,3.569,1.141,1.110,63.435,1.411,720,910,153.435,1.262
430,0.299,2.154,1.068,0.356,90.000,0.998,1141,915,108.435,0.315
431,0.498,3.231,1.780,0.356,0.000,1.609,241,923,168.690,0.315
432,0.896,4.124,1.600,0.713,162.433,1.839,1005,943,149.036,0.946
433,0.398,2.231,0.862,0.588,0.000,0.998,364,951,161.565,0.631
434,0.299,1.969,1.068,0.356,0.000,0.998,693,1025,161.565,0.315
435,0.299,1.969,1.068,0.356,0.000,0.998,323,5,161.565,0.315
436,0.299,2.154,1.068,0.356,90.000,0.998,1091,7,108.435,0.315
437,0.498,3.493,1.527,0.415,11.749,1.699,1279,11,21.801,0.612
438,0.498,3.046,1.046,0.606,135.000,1.338,377,11,135.000,0.892
439,0.398,2.600,1.424,0.356,0.000,1.301,807,11,165.964,0.315
440,0.299,1.969,1.068,0.356,0.000,0.998,291,15,161.565,0.315
441,1.393,5.462,1.844,0.962,174.027,2.116,316,15,153.435,0.946
442,0.697,4.124,1.180,0.752,90.000,1.609,479,21,101.310,0.946
443,0.498,3.231,1.780,0.356,0.000,1.609,307,31,168.690,0.315
444,0.299,2.154,1.068,0.356,90.000,0.998,663,38,108.435,0.315
445,0.796,4.200,1.399,0.725,43.807,1.839,315,64,30.964,1.115
446,0.697,2.862,1.106,0.802,59.527,1.338,309,90,45.000,0.946
447,0.299,1.785,0.746,0.510,135.000,0.892,314,87,135.000,0.631
448,6.071,13.709,4.434,1.743,170.118,5.135,300,141,169.380,1.893
449,7.962,14.971,5.402,1.876,165.749,5.643,60,150,153.435,2.351
450,0.498,3.416,1.780,0.356,90.000,1.609,1171,201,101.310,0.315
451,4.877,9.923,3.358,1.849,28.067,3.902,803,216,14.036,2.210
452,0.398,2.416,1.007,0.503,161.565,1.137,21,460,146.310,0.631
453,0.299,1.785,0.746,0.510,135.000,0.892,1052,503,135.000,0.631
454,0.796,4.754,1.555,0.652,10.828,1.919,1047,507,170.538,0.946
455,0.398,2.416,1.007,0.503,71.565,1.137,1288,670,56.310,0.631
456,0.299,2.154,1.068,0.356,90.000,0.998,953,768,108.435,0.315
457,0.995,3.939,1.535,0.826,119.767,1.839,1175,845,120.964,0.946
458,0.299,2.154,1.068,0.356,90.000,0.998,1361,899,108.435,0.315
459,0.697,4.308,1.477,0.601,17.769,1.839,931,930,30.964,0.946
460,0.299,2.154,1.068,0.356,90.000,0.998,1269,946,108.435,0.315
461,3.583,10.140,2.806,1.626,8.830,3.902,643,994,14.036,1.893
462,1.493,5.462,1.860,1.022,18.272,2.403,253,996,23.199,1.262
463,0.597,3.493,1.005,0.757,113.745,1.338,891,5,135.000,0.946
464,0.597,3.123,1.078,0.705,0.000,1.301,1103,9,165.964,0.946
465,0.299,1.969,1.068,0.356,0.000,0.998,733,9,161.565,0.315
466,0.498,2.677,0.796,0.796,0.000,0.998,1113,10,108.435,0.892
467,0.299,1.969,1.068,0.356,0.000,0.998,77,11,161.565,0.315
468,0.299,2.154,1.068,0.356,90.000,0.998,409,11,108.435,0.315
469,4.379,9.477,3.177,1.755,95.394,3.597,1093,22,74.745,2.113
470,0.299,2.154,1.068,0.356,90.000,0.998,495,16,108.435,0.315
471,0.597,3.493,1.461,0.521,0.000,1.609,1341,17,168.690,0.631
472,0.299,1.969,1.068,0.356,0.000,0.998,273,19,161.565,0.315
473,0.299,1.969,1.068,0.356,0.000,0.998,1103,19,161.565,0.315
474,1.791,6.354,1.967,1.160,137.686,2.275,741,20,123.690,1.451
475,0.299,1.969,1.068,0.356,0.000,0.998,571,21,161.565,0.315
476,0.597,3.677,1.461,0.521,90.000,1.609,751,27,101.310,0.631
477,0.398,2.600,1.424,0.356,0.000,1.301,1315,29,165.964,0.315
478,0.299,1.969,1.068,0.356,0.000,0.998,744,37,161.565,0.315
479,0.597,3.677,1.643,0.463,7.466,1.699,935,182,21.801,0.631
480,0.697,3.308,1.400,0.633,29.872,1.577,938,186,36.870,0.846
481,1.095,4.831,1.201,1.161,90.000,1.609,95,187,101.310,1.262
482,0.299,1.969,1.068,0.356,0.000,0.998,83,195,161.565,0.315
483,0.398,2.600,1.424,0.356,0.000,1.301,88,197,165.964,0.315
484,0.299,1.969,1.068,0.356,0.000,0.998,1261,297,161.565,0.315
485,0.995,4.385,1.566,0.809,112.357,1.839,949,419,120.964,0.988
486,0.299,2.154,1.068,0.356,90.000,0.998,947,421,108.435,0.315
487,1.393,7.355,2.851,0.622,177.078,3.217,949,426,168.690,0.946
488,0.498,3.416,1.780,0.356,90.000,1.609,961,427,101.310,0.315
489,0.597,3.862,2.136,0.356,0.000,1.919,951,431,170.538,0.315
490,0.299,1.785,0.746,0.510,135.000,0.892,955,434,135.000,0.631
491,0.299,1.969,1.068,0.356,0.000,0.998,555,511,161.565,0.315
492,0.498,3.231,1.780,0.356,0.000,1.609,27,517,168.690,0.315
493,1.791,6.539,2.580,0.884,16.810,2.993,247,580,18.435,1.148
494,0.299,1.969,1.068,0.356,0.000,0.998,651,579,161.565,0.315
495,0.299,1.969,1.068,0.356,0.000,0.998,729,583,161.565,0.315
496,0.299,2.154,1.068,0.356,90.000,0.998,923,583,108.435,0.315
497,0.398,2.600,1.424,0.356,0.000,1.301,753,597,165.964,0.315
498,0.597,3.493,1.511,0.503,175.269,1.609,746,607,168.690,0.631
499,0.299,1.969,1.068,0.356,0.000,0.998,1227,643,161.565,0.315
500,0.697,3.939,1.329,0.667,124.099,1.577,1333,672,126.870,0.962
501,1.194,4.200,1.440,1.056,126.870,1.839,1225,813,120.964,1.262
502,12.341,16.571,6.467,2.429,9.994,6.504,1078,940,14.036,2.855
503,3.284,8.770,2.493,1.677,178.157,2.976,1234,955,147.995,1.893
504,0.697,3.939,1.383,0.641,90.000,1.609,1351,980,101.310,0.946
505,0.398,2.416,1.007,0.503,108.435,1.137,1369,987,123.690,0.631
506,0.498,3.046,1.177,0.538,95.152,1.301,1341,993,104.036,0.631
507,0.398,2.416,1.007,0.503,71.565,1.137,1344,996,56.310,0.631
508,5.076,9.923,3.814,1.694,117.766,4.101,365,6,112.620,1.975
509,0.498,3.046,1.177,0.538,84.848,1.301,1041,7,104.036,0.631
510,0.498,3.046,1.177,0.538,95.152,1.301,395,8,104.036,0.631
511,0.299,2.154,1.068,0.356,90.000,0.998,415,8,108.435,0.315
512,2.289,5.647,1.831,1.591,9.958,2.116,382,11,153.435,1.577
513,8.260,13.601,4.054,2.595,7.419,4.517,448,13,167.905,2.839
514,0.597,3.493,1.037,0.733,30.321,1.338,375,14,45.000,0.946
515,0.299,1.969,1.068,0.356,0.000,0.998,523,11,161.565,0.315
516,1.194,3.939,1.286,1.182,11.310,1.577,1111,12,126.870,1.262
517,0.299,1.969,1.068,0.356,0.000,0.998,48,13,161.565,0.315
518,0.299,2.154,1.068,0.356,90.000,0.998,349,13,108.435,0.315
519,0.796,3.308,1.283,0.790,45.000,1.577,484,16,36.870,0.946
520,0.597,3.308,1.005,0.757,23.745,1.338,557,16,45.000,0.946
521,0.597,3.493,1.461,0.521,0.000,1.609,861,13,168.690,0.631
522,0.597,3.493,1.005,0.757,66.255,1.338,481,20,45.000,0.946
523,0.498,3.231,1.780,0.356,0.000,1.609,343,17,168.690,0.315
524,0.498,2.862,1.046,0.606,45.000,1.338,411,20,45.000,0.892
525,0.299,2.154,1.068,0.356,90.000,0.998,1325,17,108.435,0.315
526,0.398,2.600,1.424,0.356,0.000,1.301,54,19,165.964,0.315
527,2.389,8.508,3.229,0.942,7.517,3.398,385,25,21.801,1.291
528,0.398,2.785,1.424,0.356,90.000,1.301,461,20,104.036,0.315
529,0.498,3.231,1.780,0.356,0.000,1.609,323,21,168.690,0.315
530,1.393,4.385,1.505,1.179,101.693,1.839,413,21,120.964,1.262
531,0.299,1.785,0.746,0.510,135.000,0.892,718,21,135.000,0.631
532,0.299,1.785,0.746,0.510,135.000,0.892,98,25,135.000,0.631
533,0.398,2.416,0.862,0.588,90.000,0.998,369,26,108.435,0.631
534,0.299,1.969,1.068,0.356,0.000,0.998,411,27,161.565,0.315
535,1.294,5.092,1.590,1.036,41.015,1.839,108,32,30.964,1.338
536,0.498,2.862,1.177,0.538,5.152,1.301,741,37,165.964,0.631
537,0.498,2.862,1.177,0.538,5.152,1.301,246,47,165.964,0.631
538,0.498,3.416,1.780,0.356,90.000,1.609,571,95,101.310,0.315
539,0.299,1.969,1.068,0.356,0.000,0.998,535,195,161.565,0.315
540,0.896,3.754,1.254,0.909,154.145,1.577,549,206,126.870,1.097
